outcome,feature,coefficient,ci_low,ci_high,p_value,unit
difference,log_prefix_words,0.03711087693602478,-0.011551137963794228,0.08577289183584379,0.13437421235928432,outcome units per 1 SD; exploratory
difference,user_delusion_density,-0.06241007192314982,-0.12407866798507367,-0.0007414758612259639,0.04732838678688323,outcome units per 1 SD; exploratory
difference,assistant_delusion_density,0.2145550046587417,0.15722495027015596,0.2718850590473274,2.374903613794699e-12,outcome units per 1 SD; exploratory
difference,rapport_density,0.005012549407232697,-0.051526006546518247,0.06155110536098364,0.8615375650093625,outcome units per 1 SD; exploratory
difference,self_disclosure_density,0.0372244330816648,-0.018952574267610316,0.09340144043093992,0.19309661387989577,outcome units per 1 SD; exploratory
score_difference,log_prefix_words,0.32996314310169694,-0.03333621945935433,0.6932625056627482,0.07486509104804678,outcome units per 1 SD; exploratory
score_difference,user_delusion_density,-0.30600547814469625,-0.7789994754477622,0.16698851915836965,0.20380426341762647,outcome units per 1 SD; exploratory
score_difference,assistant_delusion_density,1.5427667546210042,1.0959020555232746,1.9896314537187338,7.441311478825846e-11,outcome units per 1 SD; exploratory
score_difference,rapport_density,0.3006735197288254,-0.1326779888747513,0.7340250283324021,0.17302575068233458,outcome units per 1 SD; exploratory
score_difference,self_disclosure_density,0.06273748104995538,-0.38368640687870714,0.5091613689786179,0.7821932208601992,outcome units per 1 SD; exploratory
