comparison,difference,ci95_low,ci95_high,ci99_low,ci99_high
real_local_minus_synthetic_local,0.046749348737116315,-0.02319385781915842,0.11124274067250031,-0.04708996012024498,0.12977537785124277
synthetic_local_minus_full_trajectory,0.19290123456790126,0.04243827160493824,0.34953703703703703,0.0015393518518518347,0.3981520061728432
