replicate_seed,synthetic_full_delta,synthetic_local_delta,real_local_delta,real_local_minus_synthetic_local,synthetic_local_minus_full_trajectory
1101,-0.24999999999999997,-0.0949074074074074,-0.011213047910295615,0.08369435949711178,0.15509259259259256
2202,-0.39814814814814814,-0.10648148148148147,-0.07645259938837921,0.030028882093102255,0.2916666666666667
3303,-0.2175925925925926,-0.08564814814814815,-0.059123343527013254,0.0265248046211349,0.13194444444444442
